10/01/2020,LAX,55,60,49,3.04
10/01/2020,RBL,46,51,42,5.14
10/01/2020,RDD,45,51,40,2.5
10/01/2020,SAC,48,53,41,4.04
10/01/2020,SNS,51,56,45,8.04
10/01/2020,SAN,57,61,53,3.62
10/01/2020,SFO,51,54,47,4.45
10/01/2020,SDB,39,43,34,9.58
10/01/2020,SBA,54,60,47,2.22
10/01/2020,SMX,53,60,45,3.6
10/01/2020,SCK,47,53,40,5.4
10/01/2020,ALS,14,27,1,0.92
10/01/2020,COS,29,39,18,2.92
10/01/2020,CAG,15,26,5,0.8
10/01/2020,DEN,27,37,16,4.31
10/01/2020,GJT,26,33,18,1.48
10/01/2020,PUB,28,42,14,2.14
10/01/2020,BDR,33,43,23,7.78
10/01/2020,BDL,29,41,17,5.05
10/01/2020,NWK,35,45,25,6.18
10/01/2020,ILG,35,45,25,6.18
10/01/2020,DAB,63,70,56,8.45
10/01/2020,FLL,70,77,62,6.9
10/01/2020,GNV,56,64,47,7.41
10/01/2020,JAX,53,59,46,8.52
10/01/2020,EYW,72,76,68,8.34
10/01/2020,MIA,70,77,63,5.75
10/01/2020,MCO,63,70,54,7.37
10/01/2020,PNS,51,58,42,6.24
10/01/2020,TLH,54,62,45,7.4
10/01/2020,TPA,63,71,55,6.28
10/01/2020,VRB,65,73,57,6.87
10/01/2020,PBI,68,75,60,7.2
10/01/2020,AMG,49,58,40,4.17
10/01/2020,AHN,42,50,33,6.84
10/01/2020,ATL,43,50,35,10.48
10/01/2020,AGS,45,54,36,7.4
10/01/2020,MCN,46,53,37,7.84
10/01/2020,SAV,49,57,41,8.22
10/01/2020,ITO,73,83,63,1.98
10/01/2020,HNL,74,81,67,5.08
10/01/2020,OGG,72,82,62,6.47
10/01/2020,MKK,72,80,64,5.25
10/01/2020,LIH,73,80,66,5.11
10/01/2020,BOI,33,39,27,1.9
10/01/2020,LWS,36,40,30,2.08
10/01/2020,PIH,30,35,24,3.94
10/01/2020,ORD,29,35,22,8.92
10/01/2020,MLI,26,33,19,7.71
10/01/2020,PIA,30,36,22,7.97
10/01/2020,UIN,28,36,20,9.07
10/01/2020,RFD,26,32,20,8.62
10/01/2020,SPI,35,38,23,10.2
10/01/2020,EVV,36,45,26,4.52
10/01/2020,FWA,31,40,21,6.75
10/01/2020,IND,34,42,25,8.75
10/01/2020,SBN,27,36,18,7.35
10/01/2020,CID,22,28,15,9.8
10/01/2020,DSM,23,29,16,8.8
10/01/2020,DBQ,22,28,16,10
10/01/2020,SUX,21,28,15,9.77
10/01/2020,ALO,20,26,14,9.67
