Timestamp,WeatherStation,TemperatureAvg,TemperatureMax,TemperatureMin,WindSpeed
03.01.2020,BHM,39.0,46.0,32.0,4.33
03.01.2020,HSV,39.0,47.0,31.0,3.86
03.01.2020,MOB,46.0,51.0,41.0,9.73
03.01.2020,MGM,45.0,52.0,38.0,6.86
03.01.2020,ANC,34.0,38.0,29.0,7.8
03.01.2020,ANN,38.0,44.0,31.0,8.7
03.01.2020,BET,30.0,36.0,24.0,16.46
03.01.2020,BTT,22.0,32.0,9.0,3.1
03.01.2020,CDB,34.0,36.0,31.0,9.1
03.01.2020,CDV,38.0,43.0,33.0,9.76
03.01.2020,BIG,31.0,39.0,23.0,17.9
03.01.2020,FAI,14.0,30.0,4.0,2.2
03.01.2020,GKN,27.0,34.0,19.0,8.23
03.01.2020,HOM,39.0,42.0,35.0,11.26
03.01.2020,ILI,40.0,42.0,37.0,19.76
03.01.2020,JNU,36.0,40.0,31.0,9.23
03.01.2020,ENA,34.0,37.0,30.0,11.2
03.01.2020,KTN,37.0,41.0,33.0,6.16
03.01.2020,AKN,39.0,42.0,35.0,18.83
03.01.2020,ADQ,40.0,42.0,36.0,21.8
03.01.2020,OTZ,27.0,33.0,20.0,11.76
03.01.2020,MCG,30.0,39.0,20.0,3.7
03.01.2020,OME,29.0,32.0,25.0,12.86
03.01.2020,ORT,0.0,8.0,-9.0,0.36
03.01.2020,PAQ,37.0,42.0,32.0,10.5
03.01.2020,PSG,60.0,60.0,60.0,1.83
03.01.2020,PTI,0.0,0.0,0.0,0.0
03.01.2020,SYA,0.0,0.0,0.0,0.0
03.01.2020,SIT,43.0,46.0,39.0,11.26
03.01.2020,SGY,38.0,42.0,33.0,5.2
03.01.2020,SNP,32.0,35.0,29.0,9.03
03.01.2020,TKA,32.0,39.0,23.0,4.93
03.01.2020,TAL,21.0,29.0,13.0,3.83
03.01.2020,BRW,6.0,9.0,2.0,13.76
03.01.2020,YAK,36.0,40.0,32.0,5.93
03.01.2020,DUG,41.0,57.0,24.0,4.2
03.01.2020,IGM,40.0,54.0,25.0,4.2
03.01.2020,PHX,58.0,69.0,45.0,5.8
03.01.2020,TUS,56.0,69.0,43.0,12.93
03.01.2020,INW,29.0,42.0,15.0,2.7
03.01.2020,FSM,39.0,51.0,27.0,5.16
03.01.2020,HRO,38.0,48.0,27.0,7.4
03.01.2020,LZK,42.0,49.0,34.0,0.0
03.01.2020,BFL,47.0,60.0,33.0,2.2
03.01.2020,BIH,27.0,42.0,12.0,3.06
03.01.2020,NID,35.0,49.0,21.0,1.56
03.01.2020,CCR,44.0,51.0,37.0,4.06
03.01.2020,EKA,44.0,53.0,33.0,0.0
03.01.2020,FAT,46.0,55.0,36.0,0.86
03.01.2020,HWD,47.0,53.0,41.0,6.56
03.01.2020,LGB,54.0,65.0,43.0,2.13
03.01.2020,LAX,55.0,63.0,45.0,2.76
03.01.2020,RBL,44.0,50.0,36.0,7.73
03.01.2020,RDD,45.0,51.0,38.0,6.16
03.01.2020,SAC,44.0,52.0,34.0,3.63
03.01.2020,SNS,49.0,57.0,41.0,6.46
03.01.2020,SAN,55.0,64.0,45.0,1.83
03.01.2020,SFO,46.0,51.0,41.0,4.43
03.01.2020,SDB,39.0,44.0,33.0,18.8
03.01.2020,SBA,51.0,62.0,39.0,4.9
03.01.2020,SMX,51.0,63.0,37.0,3.86
03.01.2020,SCK,42.0,51.0,33.0,1.86
03.01.2020,ALS,14.0,33.0,-5.0,1.4
03.01.2020,COS,28.0,45.0,9.0,3.13
03.01.2020,CAG,-10.0,3.0,-23.0,0.4
03.01.2020,DEN,27.0,40.0,12.0,7.2
03.01.2020,GJT,14.0,24.0,4.0,4.46
03.01.2020,PUB,26.0,47.0,4.0,1.93
03.01.2020,BDR,38.0,43.0,32.0,8.86
03.01.2020,BDL,34.0,40.0,27.0,6.2
03.01.2020,NWK,37.0,46.0,27.0,6.43
03.01.2020,ILG,37.0,46.0,27.0,6.43
03.01.2020,DAB,63.0,68.0,58.0,6.23
03.01.2020,FLL,76.0,82.0,70.0,5.16
03.01.2020,GNV,56.0,62.0,51.0,4.6
03.01.2020,JAX,56.0,61.0,50.0,4.83
03.01.2020,EYW,79.0,82.0,74.0,4.53
03.01.2020,MIA,76.0,82.0,70.0,3.33
03.01.2020,MCO,65.0,72.0,57.0,6.93
03.01.2020,PNS,48.0,52.0,44.0,9.33
03.01.2020,TLH,53.0,57.0,48.0,6.16
03.01.2020,TPA,66.0,71.0,59.0,5.73
03.01.2020,VRB,69.0,74.0,62.0,6.9
03.01.2020,PBI,74.0,80.0,67.0,6.83
03.01.2020,AMG,51.0,58.0,47.0,5.06
03.01.2020,AHN,45.0,54.0,36.0,5.1
03.01.2020,ATL,42.0,48.0,36.0,10.93
03.01.2020,AGS,48.0,56.0,41.0,3.06
03.01.2020,MCN,47.0,53.0,40.0,5.46
03.01.2020,SAV,56.0,62.0,49.0,5.0
03.01.2020,ITO,73.0,81.0,65.0,3.33
03.01.2020,HNL,73.0,81.0,64.0,5.13
03.01.2020,OGG,71.0,80.0,60.0,8.4
03.01.2020,MKK,72.0,79.0,64.0,8.86
03.01.2020,LIH,70.0,79.0,60.0,6.06
03.01.2020,BOI,15.0,23.0,7.0,3.0
03.01.2020,LWS,21.0,29.0,12.0,2.56
03.01.2020,PIH,8.0,21.0,-4.0,2.66
03.01.2020,ORD,25.0,30.0,20.0,12.16
03.01.2020,MLI,25.0,31.0,19.0,10.9
03.01.2020,PIA,29.0,35.0,22.0,8.2
03.01.2020,UIN,29.0,35.0,22.0,10.53
03.01.2020,RFD,24.0,30.0,18.0,9.73
03.01.2020,SPI,31.0,37.0,24.0,9.96
03.01.2020,EVV,35.0,43.0,27.0,6.06
03.01.2020,FWA,29.0,31.0,25.0,13.2
03.01.2020,IND,29.0,34.0,24.0,10.73
03.01.2020,SBN,27.0,30.0,23.0,11.83
03.01.2020,CID,22.0,28.0,15.0,11.46
03.01.2020,DSM,24.0,32.0,16.0,10.0
03.01.2020,DBQ,21.0,27.0,14.0,11.86
03.01.2020,SUX,21.0,31.0,11.0,8.63
03.01.2020,ALO,22.0,29.0,13.0,11.06
03.01.2020,CNK,31.0,43.0,18.0,8.96
03.01.2020,DDC,31.0,46.0,16.0,8.36
03.01.2020,GLD,30.0,46.0,13.0,8.1
03.01.2020,P28,34.0,49.0,19.0,4.9
03.01.2020,TOP,32.0,43.0,22.0,5.96
03.01.2020,ICT,33.0,45.0,21.0,5.96
03.01.2020,CVG,33.0,39.0,27.0,7.73
03.01.2020,JKL,37.0,45.0,28.0,2.93
03.01.2020,LEX,35.0,42.0,27.0,7.93
03.01.2020,SDF,38.0,45.0,31.0,6.7
03.01.2020,PAH,36.0,47.0,25.0,5.6
03.01.2020,BTR,47.0,53.0,40.0,3.43
03.01.2020,LCH,47.0,52.0,43.0,8.33
03.01.2020,MSY,50.0,54.0,46.0,11.93
03.01.2020,SHV,46.0,53.0,39.0,5.36
03.01.2020,ASD,47.0,53.0,42.0,6.66
03.01.2020,BGR,29.0,35.0,22.0,4.6
03.01.2020,CAR,23.0,29.0,17.0,5.66
03.01.2020,PWM,34.0,39.0,28.0,7.53
03.01.2020,BWI,37.0,48.0,26.0,5.36
03.01.2020,SBY,38.0,48.0,28.0,3.46
03.01.2020,BOS,37.0,41.0,31.0,11.83
03.01.2020,MQE,60.0,60.0,60.0,11.6
03.01.2020,ORH,31.0,35.0,26.0,11.56
03.01.2020,APN,27.0,32.0,21.0,8.96
03.01.2020,DTW,32.0,36.0,27.0,12.96
03.01.2020,FNT,31.0,34.0,27.0,11.13
03.01.2020,GRR,30.0,33.0,26.0,13.3
03.01.2020,HTL,26.0,30.0,21.0,11.16
03.01.2020,LAN,29.0,32.0,25.0,12.5
03.01.2020,MQT,23.0,27.0,18.0,0.0
03.01.2020,MKG,31.0,35.0,27.0,13.23
03.01.2020,ANJ,24.0,31.0,17.0,9.56
03.01.2020,DLH,22.0,27.0,17.0,11.56
03.01.2020,INL,21.0,25.0,15.0,7.76
03.01.2020,MSP,23.0,30.0,16.0,9.36
03.01.2020,RST,19.0,26.0,13.0,13.73
03.01.2020,STC,20.0,29.0,10.0,9.03
03.01.2020,GLH,42.0,48.0,35.0,4.56
03.01.2020,GWO,40.0,48.0,32.0,2.36
03.01.2020,GPT,47.0,52.0,42.0,9.76
03.01.2020,HBG,46.0,51.0,40.0,5.76
03.01.2020,JAN,44.0,50.0,38.0,5.43
03.01.2020,MEI,43.0,49.0,36.0,5.56
03.01.2020,TUP,40.0,50.0,31.0,4.13
03.01.2020,CGI,37.0,46.0,27.0,5.96
03.01.2020,COU,33.0,41.0,24.0,9.26
03.01.2020,MCI,29.0,38.0,20.0,8.13
03.01.2020,VIH,33.0,41.0,24.0,8.63
03.01.2020,SGF,35.0,45.0,23.0,7.5
03.01.2020,STJ,26.0,36.0,16.0,5.5
03.01.2020,STL,36.0,43.0,29.0,9.03
03.01.2020,BIL,23.0,29.0,16.0,18.86
03.01.2020,BTM,0.0,13.0,-12.0,1.8
03.01.2020,CTB,8.0,22.0,-6.0,4.83
03.01.2020,DLN,7.0,16.0,-2.0,6.4
03.01.2020,GGW,8.0,18.0,-1.0,6.16
03.01.2020,GTF,17.0,27.0,7.0,11.0
03.01.2020,HVR,10.0,20.0,0.0,9.0
03.01.2020,HLN,3.0,12.0,-5.0,0.53
03.01.2020,GPI,6.0,16.0,-3.0,1.6
03.01.2020,MLS,19.0,31.0,6.0,6.26
03.01.2020,MSO,7.0,16.0,-2.0,2.33
03.01.2020,GRI,26.0,37.0,15.0,9.03
03.01.2020,LNK,26.0,36.0,16.0,5.7
03.01.2020,OFK,22.0,32.0,12.0,9.43
03.01.2020,LBF,26.0,43.0,8.0,6.7
03.01.2020,OMA,22.0,31.0,12.0,6.83
03.01.2020,BFF,18.0,31.0,5.0,6.36
03.01.2020,SNY,21.0,33.0,8.0,10.86
03.01.2020,VTN,20.0,34.0,7.0,7.8
03.01.2020,ELY,7.0,22.0,-8.0,3.46
03.01.2020,P68,12.0,24.0,-7.0,3.4
03.01.2020,LAS,44.0,52.0,35.0,1.03
03.01.2020,DRA,39.0,47.0,30.0,7.96
03.01.2020,RNO,22.0,29.0,15.0,2.96
03.01.2020,WMC,12.0,25.0,-1.0,6.6
03.01.2020,CON,34.0,39.0,29.0,6.16
03.01.2020,MWN,60.0,60.0,60.0,52.6
03.01.2020,ACY,36.0,46.0,26.0,6.26
03.01.2020,EWR,37.0,44.0,30.0,10.1
03.01.2020,ABQ,31.0,38.0,23.0,4.63
03.01.2020,CAO,31.0,46.0,15.0,5.06
03.01.2020,ROW,27.0,36.0,17.0,1.8
03.01.2020,ALB,33.0,38.0,28.0,6.23
03.01.2020,BGM,25.0,30.0,21.0,8.86
03.01.2020,BUF,29.0,34.0,23.0,13.73
03.01.2020,GFL,33.0,37.0,29.0,7.3
03.01.2020,ISP,37.0,44.0,30.0,8.63
03.01.2020,LGA,40.0,43.0,35.0,11.7
03.01.2020,ROC,28.0,34.0,22.0,11.23
03.01.2020,SYR,29.0,34.0,23.0,11.5
03.01.2020,AVL,39.0,46.0,30.0,10.16
03.01.2020,HSE,50.0,56.0,44.0,4.43
03.01.2020,CLT,43.0,53.0,33.0,2.3
03.01.2020,GSO,41.0,51.0,31.0,4.2
03.01.2020,HKY,43.0,53.0,32.0,2.36
03.01.2020,RDU,43.0,52.0,35.0,1.86
03.01.2020,ILM,48.0,56.0,40.0,5.03
03.01.2020,BIS,21.0,30.0,12.0,7.9
03.01.2020,DIK,20.0,30.0,9.0,10.76
03.01.2020,FAR,20.0,28.0,12.0,7.8
03.01.2020,GFK,19.0,28.0,10.0,9.46
03.01.2020,ISN,21.0,26.0,9.0,8.1
03.01.2020,CAK,29.0,32.0,25.0,11.4
03.01.2020,CLE,29.0,32.0,26.0,12.43
03.01.2020,CMH,31.0,35.0,26.0,8.53
03.01.2020,DAY,30.0,35.0,24.0,11.93
03.01.2020,MFD,27.0,31.0,23.0,11.46
03.01.2020,TOL,29.0,31.0,25.0,12.7
03.01.2020,YNG,28.0,32.0,24.0,11.23
03.01.2020,GAG,33.0,47.0,18.0,5.46
03.01.2020,OKC,35.0,46.0,24.0,7.16
03.01.2020,PNC,33.0,47.0,20.0,3.96
03.01.2020,TUL,36.0,48.0,24.0,5.1
03.01.2020,AST,36.0,42.0,30.0,9.46
03.01.2020,BNO,7.0,21.0,-6.0,3.5
03.01.2020,EUG,30.0,36.0,23.0,7.86
03.01.2020,MFR,34.0,43.0,24.0,3.4
03.01.2020,PDT,19.0,20.0,17.0,4.0
03.01.2020,PDX,32.0,35.0,29.0,19.93
03.01.2020,RDM,15.0,24.0,6.0,2.8
03.01.2020,SLE,32.0,38.0,25.0,7.13
03.01.2020,ABE,34.0,41.0,25.0,8.3
03.01.2020,ERI,29.0,33.0,26.0,13.96
03.01.2020,MDT,36.0,43.0,29.0,8.8
03.01.2020,PHL,39.0,45.0,31.0,8.3
03.01.2020,PIT,31.0,35.0,27.0,9.53
03.01.2020,AVP,32.0,35.0,28.0,9.13
03.01.2020,IPT,31.0,35.0,25.0,7.83
03.01.2020,SJU,77.0,83.0,71.0,5.9
03.01.2020,PVD,36.0,43.0,28.0,7.36
03.01.2020,AND,45.0,54.0,35.0,1.13
03.01.2020,CHS,53.0,61.0,45.0,3.86
03.01.2020,CAE,49.0,57.0,40.0,2.3
03.01.2020,GSP,45.0,55.0,35.0,2.53
03.01.2020,ABR,18.0,29.0,7.0,6.16
03.01.2020,HON,18.0,26.0,9.0,8.4
03.01.2020,PIR,22.0,29.0,15.0,10.5
03.01.2020,RAP,24.0,37.0,11.0,3.26
03.01.2020,FSD,18.0,26.0,9.0,7.2
03.01.2020,TRI,34.0,44.0,24.0,3.93
03.01.2020,CHA,40.0,48.0,31.0,3.6
03.01.2020,CKV,37.0,47.0,27.0,5.66
03.01.2020,CSV,34.0,44.0,24.0,4.23
03.01.2020,TYS,36.0,45.0,27.0,2.5
03.01.2020,MEM,40.0,51.0,29.0,3.53
03.01.2020,BNA,39.0,50.0,28.0,3.73
03.01.2020,OQT,37.0,47.0,27.0,0.5
03.01.2020,ABI,41.0,47.0,34.0,5.76
03.01.2020,AMA,34.0,45.0,22.0,4.73
03.01.2020,AUS,46.0,53.0,40.0,8.0
03.01.2020,ATT,47.0,52.0,42.0,4.1
03.01.2020,BPT,48.0,53.0,43.0,9.56
03.01.2020,BRO,47.0,50.0,42.0,13.2
03.01.2020,CDS,38.0,47.0,29.0,4.63
03.01.2020,CLL,48.0,53.0,43.0,7.73
03.01.2020,CRP,47.0,51.0,42.0,13.03
03.01.2020,DHT,35.0,50.0,19.0,4.23
03.01.2020,DAL,44.0,51.0,36.0,4.9
03.01.2020,DFW,46.0,53.0,38.0,6.73
03.01.2020,DRT,47.0,51.0,42.0,3.16
03.01.2020,ELP,37.0,44.0,31.0,5.0
03.01.2020,FTW,44.0,52.0,36.0,5.93
03.01.2020,GLS,49.0,52.0,44.0,13.9
03.01.2020,HOU,50.0,54.0,45.0,9.56
03.01.2020,LBB,34.0,43.0,25.0,5.1
03.01.2020,MAF,37.0,43.0,31.0,6.4
03.01.2020,SJT,42.0,48.0,35.0,4.93
03.01.2020,SAT,47.0,52.0,41.0,6.2
03.01.2020,VCT,47.0,52.0,42.0,8.46
03.01.2020,ACT,45.0,51.0,39.0,6.26
03.01.2020,SPS,40.0,48.0,31.0,8.06
03.01.2020,SLC,15.0,24.0,7.0,1.6
03.01.2020,BCB,41.0,49.0,33.0,9.33
03.01.2020,BTV,31.0,35.0,26.0,6.5
03.01.2020,LYH,39.0,49.0,29.0,3.6
03.01.2020,ORF,45.0,51.0,39.0,4.7
03.01.2020,RIC,41.0,51.0,30.0,3.6
03.01.2020,ROA,41.0,49.0,33.0,9.33
03.01.2020,WAL,41.0,49.0,33.0,4.26
03.01.2020,DCA,41.0,49.0,33.0,4.83
03.01.2020,DEW,10.0,22.0,-2.0,6.2
03.01.2020,EPH,12.0,20.0,3.0,7.2
03.01.2020,OLM,26.0,37.0,14.0,0.5
03.01.2020,UIL,34.0,46.0,22.0,2.53
03.01.2020,SEA,35.0,42.0,28.0,4.96
03.01.2020,GEG,12.0,20.0,3.0,5.2
03.01.2020,YKM,16.0,24.0,8.0,3.2
03.01.2020,BKW,33.0,40.0,26.0,7.6
03.01.2020,CRW,37.0,43.0,31.0,7.23
03.01.2020,EKN,32.0,38.0,27.0,5.26
03.01.2020,HTS,36.0,43.0,28.0,6.23
03.01.2020,GRB,23.0,28.0,17.0,9.4
03.01.2020,LSE,25.0,32.0,17.0,8.16
03.01.2020,MSN,24.0,29.0,18.0,5.6
03.01.2020,MKE,26.0,30.0,21.0,10.96
03.01.2020,CPR,21.0,28.0,13.0,16.13
03.01.2020,CYS,23.0,38.0,7.0,8.33
03.01.2020,LND,11.0,21.0,0.0,0.43
03.01.2020,RWL,3.0,19.0,-13.0,1.9
03.01.2020,SHR,22.0,36.0,7.0,0.8
10.01.2020,BHM,44.0,52.0,36.0,6.55
10.01.2020,HSV,43.0,50.0,34.0,8.34
10.01.2020,MOB,49.0,57.0,39.0,6.58
10.01.2020,MGM,47.0,55.0,38.0,7.55
10.01.2020,ANC,28.0,33.0,22.0,4.02
10.01.2020,ANN,36.0,43.0,27.0,5.42
10.01.2020,BET,28.0,35.0,21.0,18.0
10.01.2020,BTT,6.0,19.0,-2.0,3.98
10.01.2020,CDB,32.0,35.0,29.0,14.3
10.01.2020,CDV,35.0,42.0,29.0,5.88
10.01.2020,BIG,13.0,17.0,9.0,18.5
10.01.2020,FAI,2.0,12.0,-7.0,1.58
10.01.2020,GKN,0.0,7.0,-6.0,1.35
10.01.2020,HOM,37.0,42.0,31.0,9.45
10.01.2020,ILI,37.0,41.0,33.0,14.15
10.01.2020,JNU,27.0,31.0,22.0,1.81
10.01.2020,ENA,30.0,35.0,25.0,13.51
10.01.2020,KTN,34.0,39.0,28.0,5.17
10.01.2020,AKN,35.0,41.0,29.0,14.55
10.01.2020,ADQ,37.0,41.0,33.0,16.28
10.01.2020,OTZ,23.0,27.0,18.0,18.08
10.01.2020,MCG,14.0,24.0,4.0,1.72
10.01.2020,OME,29.0,32.0,24.0,16.57
10.01.2020,ORT,-13.0,-8.0,-19.0,0.32
10.01.2020,PAQ,27.0,36.0,21.0,8.87
10.01.2020,PSG,60.0,60.0,60.0,2.34
10.01.2020,PTI,0.0,0.0,0.0,0.0
10.01.2020,SYA,60.0,60.0,60.0,14.0
10.01.2020,SIT,39.0,43.0,33.0,6.31
10.01.2020,SGY,33.0,36.0,29.0,18.64
10.01.2020,SNP,32.0,36.0,29.0,18.52
10.01.2020,TKA,24.0,32.0,16.0,5.15
10.01.2020,TAL,9.0,16.0,1.0,4.65
10.01.2020,BRW,8.0,16.0,0.0,12.25
10.01.2020,YAK,33.0,39.0,25.0,2.42
10.01.2020,DUG,41.0,52.0,30.0,4.5
10.01.2020,IGM,42.0,49.0,34.0,5.17
10.01.2020,PHX,52.0,57.0,47.0,3.64
10.01.2020,TUS,48.0,56.0,41.0,4.98
10.01.2020,INW,35.0,45.0,25.0,3.81
10.01.2020,FSM,38.0,44.0,30.0,7.5
10.01.2020,HRO,34.0,42.0,26.0,7.78
10.01.2020,LZK,40.0,47.0,32.0,0.0
10.01.2020,BFL,51.0,58.0,43.0,1.75
10.01.2020,BIH,36.0,48.0,24.0,5.4
10.01.2020,NID,43.0,52.0,34.0,3.8
10.01.2020,CCR,49.0,54.0,44.0,2.94
10.01.2020,EKA,49.0,55.0,42.0,0.0
10.01.2020,FAT,47.0,54.0,41.0,3.42
10.01.2020,HWD,51.0,56.0,46.0,5.81
10.01.2020,LGB,55.0,62.0,48.0,1.58
10.01.2020,LAX,55.0,60.0,49.0,3.04
10.01.2020,RBL,46.0,51.0,42.0,5.14
10.01.2020,RDD,45.0,51.0,40.0,2.5
10.01.2020,SAC,48.0,53.0,41.0,4.04
10.01.2020,SNS,51.0,56.0,45.0,8.04
10.01.2020,SAN,57.0,61.0,53.0,3.62
10.01.2020,SFO,51.0,54.0,47.0,4.45
10.01.2020,SDB,39.0,43.0,34.0,9.58
10.01.2020,SBA,54.0,60.0,47.0,2.22
10.01.2020,SMX,53.0,60.0,45.0,3.6
10.01.2020,SCK,47.0,53.0,40.0,5.4
10.01.2020,ALS,14.0,27.0,1.0,0.92
10.01.2020,COS,29.0,39.0,18.0,2.92
10.01.2020,CAG,15.0,26.0,5.0,0.8
10.01.2020,DEN,27.0,37.0,16.0,4.31
10.01.2020,GJT,26.0,33.0,18.0,1.48
10.01.2020,PUB,28.0,42.0,14.0,2.14
10.01.2020,BDR,33.0,43.0,23.0,7.78
10.01.2020,BDL,29.0,41.0,17.0,5.05
10.01.2020,NWK,35.0,45.0,25.0,6.18
10.01.2020,ILG,35.0,45.0,25.0,6.18
10.01.2020,DAB,63.0,70.0,56.0,8.45
10.01.2020,FLL,70.0,77.0,62.0,6.9
10.01.2020,GNV,56.0,64.0,47.0,7.41
10.01.2020,JAX,53.0,59.0,46.0,8.52
10.01.2020,EYW,72.0,76.0,68.0,8.34
10.01.2020,MIA,70.0,77.0,63.0,5.75
10.01.2020,MCO,63.0,70.0,54.0,7.37
10.01.2020,PNS,51.0,58.0,42.0,6.24
10.01.2020,TLH,54.0,62.0,45.0,7.4
10.01.2020,TPA,63.0,71.0,55.0,6.28
10.01.2020,VRB,65.0,73.0,57.0,6.87
10.01.2020,PBI,68.0,75.0,60.0,7.2
10.01.2020,AMG,49.0,58.0,40.0,4.17
10.01.2020,AHN,42.0,50.0,33.0,6.84
10.01.2020,ATL,43.0,50.0,35.0,10.48
10.01.2020,AGS,45.0,54.0,36.0,7.4
10.01.2020,MCN,46.0,53.0,37.0,7.84
10.01.2020,SAV,49.0,57.0,41.0,8.22
10.01.2020,ITO,73.0,83.0,63.0,1.98
10.01.2020,HNL,74.0,81.0,67.0,5.08
10.01.2020,OGG,72.0,82.0,62.0,6.47
10.01.2020,MKK,72.0,80.0,64.0,5.25
10.01.2020,LIH,73.0,80.0,66.0,5.11
10.01.2020,BOI,33.0,39.0,27.0,1.9
10.01.2020,LWS,36.0,40.0,30.0,2.08
10.01.2020,PIH,30.0,35.0,24.0,3.94
10.01.2020,ORD,29.0,35.0,22.0,8.92
10.01.2020,MLI,26.0,33.0,19.0,7.71
10.01.2020,PIA,30.0,36.0,22.0,7.97
10.01.2020,UIN,28.0,36.0,20.0,9.07
10.01.2020,RFD,26.0,32.0,20.0,8.62
10.01.2020,SPI,35.0,38.0,23.0,10.2
10.01.2020,EVV,36.0,45.0,26.0,4.52
10.01.2020,FWA,31.0,40.0,21.0,6.75
10.01.2020,IND,34.0,42.0,25.0,8.75
10.01.2020,SBN,27.0,36.0,18.0,7.35
10.01.2020,CID,22.0,28.0,15.0,9.8
10.01.2020,DSM,23.0,29.0,16.0,8.8
10.01.2020,DBQ,22.0,28.0,16.0,10.0
10.01.2020,SUX,21.0,28.0,15.0,9.77
10.01.2020,ALO,20.0,26.0,14.0,9.67
10.01.2020,CNK,26.0,33.0,17.0,10.24
10.01.2020,DDC,31.0,39.0,22.0,12.0
10.01.2020,GLD,28.0,39.0,15.0,9.98
10.01.2020,P28,31.0,37.0,23.0,7.94
10.01.2020,TOP,28.0,35.0,21.0,7.47
10.01.2020,ICT,30.0,37.0,23.0,10.34
10.01.2020,CVG,35.0,45.0,25.0,6.97
10.01.2020,JKL,38.0,48.0,28.0,2.14
10.01.2020,LEX,36.0,46.0,26.0,7.82
10.01.2020,SDF,39.0,48.0,29.0,6.91
10.01.2020,PAH,36.0,45.0,26.0,5.31
10.01.2020,BTR,51.0,60.0,41.0,6.15
10.01.2020,LCH,51.0,61.0,41.0,8.01
10.01.2020,MSY,54.0,61.0,47.0,8.84
10.01.2020,SHV,46.0,54.0,37.0,6.58
10.01.2020,ASD,51.0,61.0,40.0,4.03
10.01.2020,BGR,22.0,34.0,9.0,5.52
10.01.2020,CAR,18.0,26.0,9.0,6.44
10.01.2020,PWM,27.0,37.0,16.0,5.88
10.01.2020,BWI,35.0,44.0,26.0,4.67
10.01.2020,SBY,39.0,49.0,27.0,6.34
10.01.2020,BOS,33.0,41.0,25.0,7.51
10.01.2020,MQE,60.0,60.0,60.0,9.51
10.01.2020,ORH,28.0,36.0,19.0,6.7
10.01.2020,APN,24.0,33.0,14.0,6.1
10.01.2020,DTW,31.0,39.0,22.0,5.87
10.01.2020,FNT,30.0,39.0,21.0,7.12
10.01.2020,GRR,29.0,36.0,22.0,7.62
10.01.2020,HTL,24.0,32.0,16.0,6.77
10.01.2020,LAN,28.0,36.0,21.0,7.34
10.01.2020,MQT,21.0,27.0,16.0,0.0
10.01.2020,MKG,30.0,37.0,22.0,8.38
10.01.2020,ANJ,25.0,31.0,18.0,6.61
10.01.2020,DLH,16.0,23.0,8.0,8.68
10.01.2020,INL,14.0,20.0,7.0,5.78
10.01.2020,MSP,19.0,25.0,12.0,8.74
10.01.2020,RST,17.0,23.0,11.0,12.62
10.01.2020,STC,17.0,22.0,8.0,8.54
10.01.2020,GLH,42.0,50.0,35.0,8.21
10.01.2020,GWO,43.0,53.0,32.0,5.12
10.01.2020,GPT,51.0,59.0,41.0,6.52
10.01.2020,HBG,47.0,58.0,35.0,3.94
10.01.2020,JAN,46.0,55.0,36.0,5.95
10.01.2020,MEI,45.0,53.0,33.0,5.37
10.01.2020,TUP,40.0,49.0,30.0,6.15
10.01.2020,CGI,35.0,43.0,27.0,8.58
10.01.2020,COU,31.0,38.0,23.0,9.42
10.01.2020,MCI,28.0,35.0,21.0,9.34
10.01.2020,VIH,31.0,38.0,23.0,9.72
10.01.2020,SGF,32.0,39.0,25.0,10.97
10.01.2020,STJ,26.0,32.0,19.0,8.41
10.01.2020,STL,34.0,42.0,26.0,9.15
10.01.2020,BIL,23.0,29.0,15.0,7.54
10.01.2020,BTM,18.0,27.0,9.0,1.32
10.01.2020,CTB,10.0,21.0,2.0,7.65
10.01.2020,DLN,19.0,27.0,13.0,4.71
10.01.2020,GGW,11.0,17.0,3.0,6.74
10.01.2020,GTF,15.0,23.0,7.0,5.25
10.01.2020,HVR,9.0,18.0,0.0,4.65
10.01.2020,HLN,16.0,23.0,7.0,1.94
10.01.2020,GPI,22.0,27.0,17.0,2.08
10.01.2020,MLS,13.0,25.0,0.0,5.21
10.01.2020,MSO,21.0,26.0,15.0,1.88
10.01.2020,GRI,22.0,30.0,14.0,11.48
10.01.2020,LNK,24.0,31.0,17.0,10.65
10.01.2020,OFK,20.0,28.0,12.0,11.07
10.01.2020,LBF,25.0,35.0,15.0,7.1
10.01.2020,OMA,23.0,29.0,16.0,11.07
10.01.2020,BFF,21.0,31.0,9.0,4.11
10.01.2020,SNY,20.0,31.0,9.0,7.52
10.01.2020,VTN,17.0,27.0,7.0,8.7
10.01.2020,ELY,22.0,30.0,12.0,7.84
10.01.2020,P68,25.0,34.0,17.0,5.28
10.01.2020,LAS,48.0,54.0,43.0,3.02
10.01.2020,DRA,42.0,48.0,36.0,5.17
10.01.2020,RNO,33.0,40.0,26.0,1.4
10.01.2020,WMC,30.0,36.0,23.0,3.48
10.01.2020,CON,25.0,38.0,13.0,3.65
10.01.2020,MWN,60.0,60.0,60.0,31.11
10.01.2020,ACY,35.0,46.0,23.0,6.57
10.01.2020,EWR,34.0,44.0,24.0,7.24
10.01.2020,ABQ,35.0,40.0,28.0,2.61
10.01.2020,CAO,31.0,41.0,21.0,9.2
10.01.2020,ROW,31.0,39.0,23.0,1.67
10.01.2020,ALB,27.0,38.0,16.0,4.08
10.01.2020,BGM,25.0,34.0,15.0,7.14
10.01.2020,BUF,29.0,37.0,20.0,7.87
10.01.2020,GFL,24.0,34.0,14.0,2.61
